label,sentence,label_id
positive,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,0
neutral,"KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies .",2
positive,Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,0
neutral,"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",2
neutral,The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,2
neutral,"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",2
neutral,"The mill will have capacity to produce 500,000 tonnes of pulp per year .",2
neutral,GyPSii service supports ten different languages including Korean and Russian .,2
positive,The objective of the planned measures is to achieve significant savings in the next few years .,0
negative,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,1
neutral,`` The flex is a small price to pay for happy lenders . '',2
negative,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",1
neutral,"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",2
neutral,The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,2
neutral,"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .",2
neutral,Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,2
neutral,"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",2
positive,"Demand seems to have hit bottom now , and some signs of improvement can be seen .",0
positive,Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,0
neutral,"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",2
positive,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",0
neutral,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",2
neutral,"The objective is that trading in the shares will commence on May 2 , 2007 .",2
positive,These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,0
neutral,Residents access to the block is planned to be from Aleksandri Street .,2
neutral,"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",2
neutral,"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",2
neutral,Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,2
neutral,"Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .",2
neutral,The plant is expected to enter commercial operation by mid-2009 .,2
neutral,The event can also be viewed as a live webcast at www.cargotec.com .,2
negative,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",1
neutral,The agreement includes application maintenance and support services .,2
neutral,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",2
negative,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",1
neutral,"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",2
neutral,"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",2
neutral,The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,2
neutral,Technopolis 's technological centers supply their clients with modern high-class premises .,2
positive,Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,0
positive,It will focus on improving its profitability next year by streamlining operations .,0
positive,Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,0
positive,"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",0
neutral,"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",2
positive,Net sales of Finnish food industry company L+Ænnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,0
neutral,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,2
positive,"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",0
neutral,"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",2
positive,Net cash flow from operations is expected to remain positive .,0
neutral,"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness .",2
negative,Net sales fell by 5 % from the previous accounting period .,1
neutral,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",2
negative,Finnair said that the cancellation of flights would cause daily losses of x20ac 2.5 million US$ 3 million .,1
neutral,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,2
negative,"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",1
positive,"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",0
neutral,Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .,2
positive,"According to CEO Matti Karppinen , Frozen Foods posted a good result in 2010 , as it did in 2009 .",0
positive,"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",0
positive,We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',0
neutral,Metso Paper 's delivery will comprise an Advantage DCT 200 tissue machine including quality control and distributed control systems ( QCS-DCS ) .,2
